id;name_eng;city_eng;country_eng;IATA;ICAO;timeZone
373;Dortmund Airport;Dortmund;Germany;DTM;EDLW;1,0
374;Augsburg Airport;Augsburg;Germany;AGB;EDMA;1,0
375;Biberach a.d. Riß Airport;Biberach;Germany;Null;EDMB;1,0
376;Eggenfelden Airport;Eggenfelden;Germany;Null;EDME;1,0
377;Mindelheim-Mattsies Airport;Mindelheim;Germany;Null;EDMN;1,0
378;Oberpfaffenhofen Airport;Oberpfaffenhofen;Germany;OBF;EDMO;1,0
379;Straubing Airport;Straubing;Germany;RBM;EDMS;1,0
380;Vilshofen Airport;Vilshofen;Germany;Null;EDMV;1,0
381;Leutkirch-Unterzeil Airport;Leutkirch;Germany;Null;EDNL;1,0
382;Friedrichshafen Airport;Friedrichshafen;Germany;FDH;EDNY;1,0
383;Schwerin Parchim Airport;Parchim;Germany;SZW;EDOP;1,0
384;Stendal-Borstel Airport;Stendal;Germany;ZSN;EDOV;1,0
385;Aalen-Heidenheim/Elchingen Airport;Aalen-heidenheim;Germany;Null;EDPA;1,0
386;Bayreuth Airport;Bayreuth;Germany;BYU;EDQD;1,0
387;Burg Feuerstein Airport;Burg Feuerstein;Germany;Null;EDQE;1,0
388;Hof-Plauen Airport;Hof;Germany;HOQ;EDQM;1,0
389;Haßfurt-Schweinfurt Airport;Hassfurt;Germany;Null;EDQT;1,0
390;Koblenz-Winningen Airport;Koblenz;Germany;ZNV;EDRK;1,0
391;Trier-Föhren Airport;Trier;Germany;ZQF;EDRT;1,0
392;Speyer Airport;Speyer;Germany;ZQC;EDRY;1,0
393;Zweibrücken Airport;Zweibruecken;Germany;ZQW;EDRZ;1,0
394;Donaueschingen-Villingen Airport;Donaueschingen;Germany;ZQL;EDTD;1,0
395;Freiburg i. Br. Airport;Freiburg;Germany;Null;EDTF;1,0
396;Mengen-Hohentengen Airport;Mengen;Germany;Null;EDTM;1,0
397;Adolf Würth Airport;Schwaebisch Hall;Germany;Null;EDTY;1,0
398;Finsterwalde/Schacksdorf Airport;Soest;Germany;Null;EDUS;1,0
399;Braunschweig Wolfsburg Airport;Braunschweig;Germany;BWE;EDVE;1,0
400;Kassel-Calden Airport;Kassel;Germany;KSF;EDVK;1,0
401;Hildesheim Airport;Hildesheim;Germany;Null;EDVM;1,0
402;Bremerhaven Airport;Bremerhaven;Germany;BRV;EDWB;1,0
403;Emden Airport;Emden;Germany;EME;EDWE;1,0
404;Leer-Papenburg Airport;Leer;Germany;Null;EDWF;1,0
405;Wilhelmshaven-Mariensiel Airport;Wilhelmshaven;Germany;WVN;EDWI;1,0
406;Borkum Airport;Borkum;Germany;BMK;EDWR;1,0
407;Norderney Airport;Norderney;Germany;NRD;EDWY;1,0
408;Flensburg-Schäferhaus Airport;Flensburg;Germany;FLF;EDXF;1,0
409;Rendsburg-Schachtholm Airport;Rendsburg;Germany;Null;EDXR;1,0
410;Westerland Sylt Airport;Westerland;Germany;GWT;EDXW;1,0
411;Ämari Air Base;Armari Air Force Base;Estonia;Null;EEEI;2,0
412;Kärdla Airport;Kardla;Estonia;KDL;EEKA;2,0
413;Kuressaare Airport;Kuressaare;Estonia;URE;EEKE;2,0
414;Pärnu Airport;Parnu;Estonia;EPU;EEPU;2,0
415;Lennart Meri Tallinn Airport;Tallinn-ulemiste International;Estonia;TLL;EETN;2,0
416;Tartu Airport;Tartu;Estonia;TAY;EETU;2,0
417;Enontekio Airport;Enontekio;Finland;ENF;EFET;2,0
418;Eura Airport;Eura;Finland;Null;EFEU;2,0
419;Halli Airport;Halli;Finland;KEV;EFHA;2,0
420;Helsinki Malmi Airport;Helsinki;Finland;HEM;EFHF;2,0
421;Helsinki Vantaa Airport;Helsinki;Finland;HEL;EFHK;2,0
422;Hameenkyro Airport;Hameenkyro;Finland;Null;EFHM;2,0
423;Hanko Airport;Hanko;Finland;Null;EFHN;2,0
424;Hyvinkää Airfield;Hyvinkaa;Finland;HYV;EFHV;2,0
425;Kiikala Airport;Kikala;Finland;Null;EFIK;2,0
426;Immola Airport;Immola;Finland;Null;EFIM;2,0
427;Kitee Airport;Kitee;Finland;Null;EFIT;2,0
428;Ivalo Airport;Ivalo;Finland;IVL;EFIV;2,0
429;Joensuu Airport;Joensuu;Finland;JOE;EFJO;2,0
430;Jyvaskyla Airport;Jyvaskyla;Finland;JYV;EFJY;2,0
431;Kauhava Airport;Kauhava;Finland;KAU;EFKA;2,0
432;Kemi-Tornio Airport;Kemi;Finland;KEM;EFKE;2,0
433;Kajaani Airport;Kajaani;Finland;KAJ;EFKI;2,0
434;Kauhajoki Airport;Kauhajoki;Finland;Null;EFKJ;2,0
435;Kokkola-Pietarsaari Airport;Kruunupyy;Finland;KOK;EFKK;2,0
436;Kemijarvi Airport;Kemijarvi;Finland;Null;EFKM;2,0
437;Kuusamo Airport;Kuusamo;Finland;KAO;EFKS;2,0
438;Kittilä Airport;Kittila;Finland;KTT;EFKT;2,0
439;Kuopio Airport;Kuopio;Finland;KUO;EFKU;2,0
440;Lahti Vesivehmaa Airport;Vesivehmaa;Finland;Null;EFLA;2,0
441;Lappeenranta Airport;Lappeenranta;Finland;LPP;EFLP;2,0
442;Mariehamn Airport;Mariehamn;Finland;MHQ;EFMA;2,0
443;Menkijarvi Airport;Menkijarvi;Finland;Null;EFME;2,0
444;Mikkeli Airport;Mikkeli;Finland;MIK;EFMI;2,0
445;Nummela Airport;Nummela;Finland;Null;EFNU;2,0
446;Oulu Airport;Oulu;Finland;OUL;EFOU;2,0
447;Piikajarvi Airport;Piikajarvi;Finland;Null;EFPI;2,0
448;Pori Airport;Pori;Finland;POR;EFPO;2,0
449;Pudasjärvi Airport;Pudasjarvi;Finland;Null;EFPU;2,0
450;Pyhäsalmi Airport;Pyhasalmi;Finland;Null;EFPY;2,0
451;Raahe Pattijoki Airport;Pattijoki;Finland;Null;EFRH;2,0
452;Rantasalmi Airport;Rantasalmi;Finland;Null;EFRN;2,0
453;Rovaniemi Airport;Rovaniemi;Finland;RVN;EFRO;2,0
454;Rayskala Airport;Rayskala;Finland;Null;EFRY;2,0
455;Savonlinna Airport;Savonlinna;Finland;SVL;EFSA;2,0
456;Selanpaa Airport;Selanpaa;Finland;Null;EFSE;2,0
457;Sodankyla Airport;Sodankyla;Finland;SOT;EFSO;2,0
458;Tampere-Pirkkala Airport;Tampere;Finland;TMP;EFTP;2,0
459;Teisko Airport;Teisko;Finland;Null;EFTS;2,0
460;Turku Airport;Turku;Finland;TKU;EFTU;2,0
461;Utti Air Base;Utti;Finland;QVY;EFUT;2,0
462;Vaasa Airport;Vaasa;Finland;VAA;EFVA;2,0
463;Varkaus Airport;Varkaus;Finland;VRK;EFVR;2,0
464;Ylivieska Airfield;Ylivieska-raudaskyla;Finland;Null;EFYL;2,0
465;Belfast International Airport;Belfast;United Kingdom;BFS;EGAA;0,0
466;St Angelo Airport;Enniskillen;United Kingdom;ENK;EGAB;0,0
467;George Best Belfast City Airport;Belfast;United Kingdom;BHD;EGAC;0,0
468;City of Derry Airport;Londonderry;United Kingdom;LDY;EGAE;0,0
469;Birmingham International Airport;Birmingham;United Kingdom;BHX;EGBB;0,0
470;Coventry Airport;Coventry;United Kingdom;CVT;EGBE;0,0
471;Leicester Airport;Leicester;United Kingdom;Null;EGBG;0,0
472;Gloucestershire Airport;Golouchestershire;United Kingdom;GLO;EGBJ;0,0
474;Wolverhampton Halfpenny Green Airport;Halfpenny Green;United Kingdom;Null;EGBO;0,0
475;Cotswold Airport;Pailton;United Kingdom;Null;EGBP;0,0
476;Turweston Airport;Turweston;United Kingdom;Null;EGBT;0,0
477;Wellesbourne Mountford Airport;Wellesbourne;United Kingdom;Null;EGBW;0,0
478;Manchester Airport;Manchester;United Kingdom;MAN;EGCC;0,0
479;Manchester Woodford Airport;Woodfort;United Kingdom;Null;EGCD;0,0
480;Royal Marines Base Chivenor Airport;Chivenor;United Kingdom;Null;EGDC;0,0
481;Newquay Cornwall Airport;Newquai;United Kingdom;NQY;EGHQ;0,0
482;RAF Lyneham;Lyneham;United Kingdom;LYE;EGDL;0,0
483;MoD Boscombe Down Airport;Boscombe Down;United Kingdom;Null;EGDM;0,0
484;RNAS Culdrose;Culdrose;United Kingdom;Null;EGDR;0,0
485;MOD St. Athan;St. Athan;United Kingdom;Null;EGDX;0,0
486;RNAS Yeovilton;Yeovilton;United Kingdom;YEO;EGDY;0,0
487;Haverfordwest Airport;Haverfordwest;United Kingdom;Null;EGFE;0,0
488;Cardiff International Airport;Cardiff;United Kingdom;CWL;EGFF;0,0
489;Swansea Airport;Swansea;United Kingdom;SWS;EGFH;0,0
490;Bristol Airport;Bristol;United Kingdom;BRS;EGGD;0,0
491;Liverpool John Lennon Airport;Liverpool;United Kingdom;LPL;EGGP;0,0
492;London Luton Airport;London;United Kingdom;LTN;EGGW;0,0
493;Plymouth City Airport;Plymouth;United Kingdom;PLH;EGHD;0,0
494;Bournemouth Airport;Bournemouth;United Kingdom;BOH;EGHH;0,0
495;Southampton Airport;Southampton;United Kingdom;SOU;EGHI;0,0
496;Lasham Airport;Lasham;United Kingdom;QLA;EGHL;0,0
497;Alderney Airport;Alderney;Guernsey;ACI;EGJA;0,0
498;Guernsey Airport;Guernsey;Guernsey;GCI;EGJB;0,0
499;Jersey Airport;Jersey;Jersey;JER;EGJJ;0,0
500;Shoreham Airport;Shoreham By Sea;United Kingdom;ESH;EGKA;0,0
501;London Biggin Hill Airport;Biggin Hill;United Kingdom;BQH;EGKB;0,0
502;London Gatwick Airport;London;United Kingdom;LGW;EGKK;0,0
503;London City Airport;London;United Kingdom;LCY;EGLC;0,0
504;Farnborough Airport;Farnborough;United Kingdom;FAB;EGLF;0,0
505;Chalgrove Airport;Chalsgrove;United Kingdom;Null;EGLJ;0,0
506;Blackbushe Airport;Blackbushe;United Kingdom;BBS;EGLK;0,0
507;London Heathrow Airport;London;United Kingdom;LHR;EGLL;0,0
508;Southend Airport;Southend;United Kingdom;SEN;EGMC;0,0
509;Lydd Airport;Lydd;United Kingdom;LYX;EGMD;0,0
510;Kent International Airport;Manston;United Kingdom;MSE;EGMH;0,0
511;Brough Airport;Brough;United Kingdom;Null;EGNB;0,0
512;Carlisle Airport;Carlisle;United Kingdom;CAX;EGNC;0,0
513;Retford Gamston Airport;Repton;United Kingdom;Null;EGNE;0,0
514;Blackpool International Airport;Blackpool;United Kingdom;BLK;EGNH;0,0
515;Humberside Airport;Humberside;United Kingdom;HUY;EGNJ;0,0
516;Barrow Walney Island Airport;Barrow Island;United Kingdom;BWF;EGNL;0,0
517;Leeds Bradford Airport;Leeds;United Kingdom;LBA;EGNM;0,0
518;Warton Airport;Warton;United Kingdom;Null;EGNO;0,0
519;Hawarden Airport;Hawarden;United Kingdom;CEG;EGNR;0,0
520;Isle of Man Airport;Isle Of Man;Isle of Man;IOM;EGNS;0,0
521;Newcastle Airport;Newcastle;United Kingdom;NCL;EGNT;0,0
522;Durham Tees Valley Airport;Teesside;United Kingdom;MME;EGNV;0,0
523;East Midlands Airport;East Midlands;United Kingdom;EMA;EGNX;0,0
524;Llanbedr Airport;Llanbedr;United Kingdom;Null;EGOD;0,0
525;RAF Ternhill;Ternhill;United Kingdom;Null;EGOE;0,0
526;RAF Shawbury;Shawbury;United Kingdom;Null;EGOS;0,0
528;RAF Woodvale;Woodvale;United Kingdom;Null;EGOW;0,0
529;Kirkwall Airport;Kirkwall;United Kingdom;KOI;EGPA;0,0
530;Sumburgh Airport;Sumburgh;United Kingdom;LSI;EGPB;0,0
531;Wick Airport;Wick;United Kingdom;WIC;EGPC;0,0
532;Aberdeen Dyce Airport;Aberdeen;United Kingdom;ABZ;EGPD;0,0
533;Inverness Airport;Inverness;United Kingdom;INV;EGPE;0,0
534;Glasgow International Airport;Glasgow;United Kingdom;GLA;EGPF;0,0
535;Edinburgh Airport;Edinburgh;United Kingdom;EDI;EGPH;0,0
536;Islay Airport;Islay;United Kingdom;ILY;EGPI;0,0
537;Glasgow Prestwick Airport;Prestwick;United Kingdom;PIK;EGPK;0,0
538;Benbecula Airport;Benbecula;United Kingdom;BEB;EGPL;0,0
539;Scatsta Airport;Scatsta;United Kingdom;SCS;EGPM;0,0
540;Dundee Airport;Dundee;United Kingdom;DND;EGPN;0,0
541;Stornoway Airport;Stornoway;United Kingdom;SYY;EGPO;0,0
542;Tiree Airport;Tiree;United Kingdom;TRE;EGPU;0,0
543;RAF Leuchars;Leuchars;United Kingdom;ADX;EGQL;0,0
544;RAF Lossiemouth;Lossiemouth;United Kingdom;LMO;EGQS;0,0
545;Cambridge Airport;Cambridge;United Kingdom;CBG;EGSC;0,0
546;Peterborough Business Airport;Peterborough;United Kingdom;Null;EGSF;0,0
547;Norwich International Airport;Norwich;United Kingdom;NWI;EGSH;0,0
548;London Stansted Airport;London;United Kingdom;STN;EGSS;0,0
549;North Weald Airport;North Weald;United Kingdom;Null;EGSX;0,0
550;Sheffield City Heliport;Fowlmere;United Kingdom;Null;EGSY;0,0
551;Cranfield Airport;Cranfield;United Kingdom;Null;EGTC;0,0
552;Exeter International Airport;Exeter;United Kingdom;EXT;EGTE;0,0
553;Bristol Filton Airport;Bristol;United Kingdom;FZO;EGTG;0,0
554;Oxford (Kidlington) Airport;Oxford;United Kingdom;OXF;EGTK;0,0
555;RAF Benson;Benson;United Kingdom;Null;EGUB;0,0
556;RAF Lakenheath;Lakenheath;United Kingdom;Null;EGUL;0,0
557;RAF Mildenhall;Mildenhall;United Kingdom;MHZ;EGUN;0,0
558;RAF Wattisham;Wattisham;United Kingdom;Null;EGUW;0,0
559;RAF Wyton;Wyton;United Kingdom;Null;EGUY;0,0
560;RAF Fairford;Fairford;United Kingdom;FFD;EGVA;0,0
561;RAF Brize Norton;Brize Norton;United Kingdom;BZZ;EGVN;0,0
562;RAF Odiham;Odiham;United Kingdom;ODH;EGVO;0,0
563;DCAE Cosford Air Base;Cosford;United Kingdom;Null;EGWC;0,0
564;RAF Northolt;Northolt;United Kingdom;NHT;EGWU;0,0
565;RAF Coningsby;Coningsby;United Kingdom;QCY;EGXC;0,0
566;RAF Dishforth;Dishforth;United Kingdom;Null;EGXD;0,0
567;Leeming Airport;Leeming;United Kingdom;Null;EGXE;0,0
568;Leeds East Airport;Church Fenton;United Kingdom;Null;EGXG;0,0
569;RAF Honington;Honington;United Kingdom;BEQ;EGXH;0,0
570;RAF Cottesmore;Cottesmore;United Kingdom;Null;EGXJ;0,0
571;RAF Scampton;Scampton;United Kingdom;Null;EGXP;0,0
572;RAF Wittering;Wittering;United Kingdom;Null;EGXT;0,0
573;RAF Linton-On-Ouse;Linton-on-ouse;United Kingdom;HRT;EGXU;0,0
574;RAF Waddington;Waddington;United Kingdom;WTN;EGXW;0,0
575;RAF Topcliffe;Topcliffe;United Kingdom;Null;EGXZ;0,0
576;RAF Cranwell;Cranwell;United Kingdom;Null;EGYD;0,0
577;RAF Barkston Heath;Barkston Heath;United Kingdom;Null;EGYE;0,0
578;RAF Marham;Marham;United Kingdom;KNF;EGYM;0,0
579;Mount Pleasant Airport;Mount Pleasant;Falkland Islands;MPN;EGYP;-3,0
580;Amsterdam Airport Schiphol;Amsterdam;Netherlands;AMS;EHAM;1,0
581;Budel Airport;Weert;Netherlands;Null;EHBD;1,0
582;Maastricht Aachen Airport;Maastricht;Netherlands;MST;EHBK;1,0
583;Deelen Air Base;Deelen;Netherlands;Null;EHDL;1,0
584;Drachten Airport;Drachten;Netherlands;Null;EHDR;1,0
585;Eindhoven Airport;Eindhoven;Netherlands;EIN;EHEH;1,0
586;Eelde Airport;Groningen;Netherlands;GRQ;EHGG;1,0
587;Gilze Rijen Air Base;Gilze-rijen;Netherlands;Null;EHGR;1,0
588;De Kooy Airport;De Kooy;Netherlands;DHR;EHKD;1,0
589;Lelystad Airport;Lelystad;Netherlands;LEY;EHLE;1,0
590;Leeuwarden Air Base;Leeuwarden;Netherlands;LWR;EHLW;1,0
591;Rotterdam The Hague Airport;Rotterdam;Netherlands;RTM;EHRD;1,0
592;Soesterberg Air Base;Soesterberg;Netherlands;UTC;EHSB;1,0
593;Twente Airfield;Enschede;Netherlands;ENS;EHTW;1,0
594;Valkenburg Naval Air Base;Valkenburg;Netherlands;LID;EHVB;1,0
595;Woensdrecht Air Base;Woensdrecht;Netherlands;WOE;EHWO;1,0
596;Cork Airport;Cork;Ireland;ORK;EICK;0,0
597;Galway Airport;Galway;Ireland;GWY;EICM;0,0
599;Dublin Airport;Dublin;Ireland;DUB;EIDW;0,0
600;Ireland West Knock Airport;Connaught;Ireland;NOC;EIKN;0,0
601;Kerry Airport;Kerry;Ireland;KIR;EIKY;0,0
602;Casement Air Base;Casement;Ireland;Null;EIME;0,0
603;Shannon Airport;Shannon;Ireland;SNN;EINN;0,0
604;Sligo Airport;Sligo;Ireland;SXL;EISG;0,0
605;Waterford Airport;Waterford;Ireland;WAT;EIWF;0,0
607;Aarhus Airport;Aarhus;Denmark;AAR;EKAH;1,0
608;Billund Airport;Billund;Denmark;BLL;EKBI;1,0
609;Copenhagen Kastrup Airport;Copenhagen;Denmark;CPH;EKCH;1,0
610;Esbjerg Airport;Esbjerg;Denmark;EBJ;EKEB;1,0
611;Grønholt Hillerød Airport;Gronholt;Denmark;Null;EKGH;1,0
612;Karup Airport;Karup;Denmark;KRP;EKKA;1,0
613;Læsø Airport;Laeso;Denmark;Null;EKLS;1,0
614;Lolland Falster Maribo Airport;Maribo;Denmark;Null;EKMB;1,0
615;Odense Airport;Odense;Denmark;ODE;EKOD;1,0
616;Kruså-Padborg Airport;Krusa-padborg;Denmark;Null;EKPB;1,0
617;Copenhagen Roskilde Airport;Copenhagen;Denmark;RKE;EKRK;1,0
618;Bornholm Airport;Ronne;Denmark;RNN;EKRN;1,0
619;Sønderborg Airport;Soenderborg;Denmark;SGD;EKSB;1,0
621;Skrydstrup Air Base;Skrydstrup;Denmark;SKS;EKSP;1,0
622;Skive Airport;Skive;Denmark;Null;EKSV;1,0
623;Thisted Airport;Thisted;Denmark;TED;EKTS;1,0
624;Kolding Vamdrup Airport;Kolding;Denmark;Null;EKVD;1,0
625;Vagar Airport;Vagar;Faroe Islands;FAE;EKVG;0,0
626;Vesthimmerlands Flyveplads;Vesthimmerland;Denmark;Null;EKVH;1,0
627;Stauning Airport;Stauning;Denmark;STA;EKVJ;1,0
628;Aalborg Airport;Aalborg;Denmark;AAL;EKYT;1,0
629;Luxembourg-Findel International Airport;Luxemburg;Luxembourg;LUX;ELLX;1,0
630;Ålesund Airport;Alesund;Norway;AES;ENAL;1,0
631;Andøya Airport;Andoya;Norway;ANX;ENAN;1,0
632;Alta Airport;Alta;Norway;ALF;ENAT;1,0
633;Bømoen Airport;Voss;Norway;Null;ENBM;1,0
634;Brønnøysund Airport;Bronnoysund;Norway;BNN;ENBN;1,0
635;Bodø Airport;Bodo;Norway;BOO;ENBO;1,0
636;Bergen Airport Flesland;Bergen;Norway;BGO;ENBR;1,0
637;Båtsfjord Airport;Batsfjord;Norway;BJF;ENBS;1,0
638;Kristiansand Airport;Kristiansand;Norway;KRS;ENCN;1,0
639;Geilo Airport Dagali;Geilo;Norway;Null;ENDI;1,0
640;Bardufoss Airport;Bardufoss;Norway;BDU;ENDU;1,0
641;Harstad/Narvik Airport, Evenes;Harstad/Narvik;Norway;EVE;ENEV;1,0
642;Leirin Airport;Fagernes;Norway;VDB;ENFG;1,0
643;Florø Airport;Floro;Norway;FRO;ENFL;1,0
644;Oslo Gardermoen Airport;Oslo;Norway;OSL;ENGM;1,0
645;Haugesund Airport;Haugesund;Norway;HAU;ENHD;1,0
646;Hasvik Airport;Hasvik;Norway;HAA;ENHK;1,0
647;Kristiansund Airport (Kvernberget);Kristiansund;Norway;KSU;ENKB;1,0
648;Kjeller Airport;Kjeller;Norway;Null;ENKJ;1,0
649;Kirkenes Airport (Høybuktmoen);Kirkenes;Norway;KKN;ENKR;1,0
650;Lista Airport;Farsund;Norway;FAN;ENLI;1,0
651;Molde Airport;Molde;Norway;MOL;ENML;1,0
652;Mosjøen Airport (Kjærstad);Mosjoen;Norway;MJF;ENMS;1,0
653;Banak Airport;Lakselv;Norway;LKL;ENNA;1,0
654;Notodden Airport;Notodden;Norway;NTB;ENNO;1,0
655;Ørland Airport;Orland;Norway;OLA;ENOL;1,0
656;Røros Airport;Roros;Norway;RRS;ENRO;1,0
657;Moss-Rygge Airport;Rygge;Norway;RYG;ENRY;1,0
658;Svalbard Airport, Longyear;Svalbard;Norway;LYR;ENSB;1,0
659;Skien Airport;Skien;Norway;SKE;ENSN;1,0
660;Stord Airport;Stord;Norway;SRP;ENSO;1,0
662;Sandnessjøen Airport (Stokka);Sandnessjoen;Norway;SSJ;ENST;1,0
663;Tromsø Airport;Tromso;Norway;TOS;ENTC;1,0
664;Sandefjord Airport, Torp;Sandefjord;Norway;TRF;ENTO;1,0
665;Trondheim Airport Værnes;Trondheim;Norway;TRD;ENVA;1,0
666;Stavanger Airport Sola;Stavanger;Norway;SVG;ENZV;1,0
667;Babice Airport;Warsaw;Poland;Null;EPBC;1,0
668;Gdańsk Lech Wałęsa Airport;Gdansk;Poland;GDN;EPGD;1,0
669;John Paul II International Airport Kraków-Balice Airport;Krakow;Poland;KRK;EPKK;1,0
670;Muchowiec Airport;Katowice;Poland;Null;EPKM;1,0
671;Katowice International Airport;Katowice;Poland;KTW;EPKT;1,0
673;Mielec Airport;Mielec;Poland;Null;EPML;1,0
674;Poznań-Ławica Airport;Poznan;Poland;POZ;EPPO;1,0
675;Rzeszów-Jasionka Airport;Rzeszow;Poland;RZE;EPRZ;1,0
676;"Szczecin-Goleniów \Solidarność\"" Airport""";Szczecin;Poland;SZZ;EPSC;1,0
677;Redzikowo Air Base;Slupsk;Poland;OSP;EPSK;1,0
678;Swidwin Military Air Base;Shapaja;Poland;Null;EPSN;1,0
679;Warsaw Chopin Airport;Warsaw;Poland;WAW;EPWA;1,0
680;Copernicus Wrocław Airport;Wroclaw;Poland;WRO;EPWR;1,0
681;Zielona Góra-Babimost Airport;Zielona Gora;Poland;IEG;EPZG;1,0
682;Malmen Air Base;Linkoeping;Sweden;Null;ESCF;1,0
683;Bråvalla Air Base;Norrkoeping;Sweden;Null;ESCK;1,0
684;Uppsala Airport;Uppsala;Sweden;Null;ESCM;1,0
685;Ronneby Airport;Ronneby;Sweden;RNB;ESDF;1,0
686;Råda Air Base;Rada;Sweden;Null;ESFR;1,0
687;Gothenburg-Landvetter Airport;Gothenborg;Sweden;GOT;ESGG;1,0
688;Jönköping Airport;Joenkoeping;Sweden;JKG;ESGJ;1,0
689;Falköping Airport;Falkoping;Sweden;Null;ESGK;1,0
690;Lidköping-Hovby Airport;Lidkoping;Sweden;LDK;ESGL;1,0
691;Gothenburg City Airport;Gothenborg;Sweden;GSE;ESGP;1,0
692;Skövde Airport;Skovde;Sweden;KVB;ESGR;1,0
693;Trollhättan-Vänersborg Airport;Trollhattan;Sweden;THN;ESGT;1,0
694;Karlsborg Air Base;Karlsborg;Sweden;Null;ESIA;1,0
695;Såtenäs Air Base;Satenas;Sweden;Null;ESIB;1,0
696;Barkarby Airport;Stockholm;Sweden;Null;ESKB;1,0
697;Karlskoga Airport;Karlskoga;Sweden;KSK;ESKK;1,0
698;Mora Airport;Mora;Sweden;MXX;ESKM;1,0
699;Stockholm Skavsta Airport;Stockholm;Sweden;NYO;ESKN;1,0
700;Arvika Airport;Arvika;Sweden;Null;ESKV;1,0
701;Emmaboda Airfield;Emmaboda;Sweden;Null;ESMA;1,0
702;Feringe Airport;Ljungby;Sweden;Null;ESMG;1,0
703;Kristianstad Airport;Kristianstad;Sweden;KID;ESMK;1,0
704;Landskrona Airport;Landskrona;Sweden;JLD;ESML;1,0
705;Oskarshamn Airport;Oskarshamn;Sweden;OSK;ESMO;1,0
706;Anderstorp Airport;Anderstorp;Sweden;Null;ESMP;1,0
707;Kalmar Airport;Kalkmar;Sweden;KLR;ESMQ;1,0
708;Malmö Sturup Airport;Malmoe;Sweden;MMX;ESMS;1,0
709;Halmstad Airport;Halmstad;Sweden;HAD;ESMT;1,0
710;Hagshult Airport;Hagshult;Sweden;Null;ESMV;1,0
711;Växjö Kronoberg Airport;Vaxjo;Sweden;VXO;ESMX;1,0
712;Hallviken Airport;Hallviken;Sweden;Null;ESNA;1,0
713;Hedlanda Airport;Hede;Sweden;Null;ESNC;1,0
714;Sveg Airport;Sveg;Sweden;EVG;ESND;1,0
715;Gällivare Airport;Gallivare;Sweden;GEV;ESNG;1,0
716;Hudiksvall Airport;Hudiksvall;Sweden;HUV;ESNH;1,0
717;Jokkmokk Airport;Jokkmokk;Sweden;Null;ESNJ;1,0
718;Kramfors Sollefteå Airport;Kramfors;Sweden;KRF;ESNK;1,0
719;Lycksele Airport;Lycksele;Sweden;LYC;ESNL;1,0
720;Optand Airport;Optand;Sweden;Null;ESNM;1,0
721;Sundsvall-Härnösand Airport;Sundsvall;Sweden;SDL;ESNN;1,0
722;Örnsköldsvik Airport;Ornskoldsvik;Sweden;OER;ESNO;1,0
723;Piteå Airport;Pitea;Sweden;Null;ESNP;1,0
724;Kiruna Airport;Kiruna;Sweden;KRN;ESNQ;1,0
725;Orsa Airport;Orsa;Sweden;Null;ESNR;1,0
726;Skellefteå Airport;Skelleftea;Sweden;SFT;ESNS;1,0
727;Sättna Airport;Sattna;Sweden;Null;ESNT;1,0
728;Umeå Airport;Umea;Sweden;UME;ESNU;1,0
729;Vilhelmina Airport;Vilhelmina;Sweden;VHM;ESNV;1,0
730;Arvidsjaur Airport;Arvidsjaur;Sweden;AJR;ESNX;1,0
731;Örebro Airport;Orebro;Sweden;ORB;ESOE;1,0
733;Stockholm Västerås Airport;Vasteras;Sweden;VST;ESOW;1,0
734;Luleå Airport;Lulea;Sweden;LLA;ESPA;1,0
735;Vidsel Air Base;Vidsel;Sweden;Null;ESPE;1,0
736;Arboga Airport;Arboga;Sweden;Null;ESQO;1,0
737;Stockholm-Arlanda Airport;Stockholm;Sweden;ARN;ESSA;1,0
738;Stockholm-Bromma Airport;Stockholm;Sweden;BMA;ESSB;1,0
739;Borlange Airport;Borlange;Sweden;BLE;ESSD;1,0
740;Hultsfred Airport;Hultsfred;Sweden;HLF;ESSF;1,0
741;Gävle Sandviken Airport;Gavle;Sweden;GVX;ESSK;1,0
742;Linköping City Airport;Linkoeping;Sweden;LPI;ESSL;1,0
743;Norrköping Airport;Norrkoeping;Sweden;NRK;ESSP;1,0
745;Eskilstuna Airport;Eskilstuna;Sweden;Null;ESSU;1,0
746;Visby Airport;Visby;Sweden;VBY;ESSV;1,0
748;Kalixfors Airport;Kalixfors;Sweden;Null;ESUK;1,0
750;Spangdahlem Air Base;Spangdahlem;Germany;SPM;ETAD;1,0
751;Ramstein Air Base;Ramstein;Germany;RMS;ETAR;1,0
753;[Duplicate] Giebelstadt Army Air Field;Giebelstadt;Germany;GHF;ETEU;1,0
754;Bückeburg Air Base;Brueckeburg;Germany;Null;ETHB;1,0
755;Celle Airport;Celle;Germany;ZCN;ETHC;1,0
756;Rheine Bentlage Air Base;Rheine-brentlange;Germany;Null;ETHE;1,0
757;Fritzlar Airport;Fritzlar;Germany;Null;ETHF;1,0
758;Laupheim Air Base;Laupheim;Germany;Null;ETHL;1,0
759;Mendig Airport;Mendig;Germany;Null;ETHM;1,0
760;Niederstetten Army Air Base;Niederstetten;Germany;Null;ETHN;1,0
761;Roth Airport;Roth;Germany;Null;ETHR;1,0
762;Fassberg Air Base;Fassberg;Germany;Null;ETHS;1,0
763;Grafenwohr Army Air Field;Grafenwoehr;Germany;Null;ETIC;1,0
764;Hanau Army Air Field;Hanau;Germany;ZNF;ETID;1,0
765;Hohenfels Army Air Field;Hohenfels;Germany;Null;ETIH;1,0
